,status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,personal_status,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,credit
616,1,60,3,4,9157,4,2,2,2,0,2,3,0,2,2,1,3,1,0,0,0
617,0,6,4,0,3676,0,2,1,2,0,3,0,0,2,0,3,2,2,0,0,0
618,1,30,2,3,3441,1,2,2,1,1,4,2,1,2,0,1,2,1,0,0,1
619,3,12,2,0,640,0,2,4,0,0,2,0,0,2,1,1,1,1,0,0,0
620,1,21,4,9,3652,0,3,2,2,0,3,1,0,2,1,2,2,1,0,0,0
621,3,18,4,0,1530,0,2,3,2,0,2,1,0,0,1,2,2,1,0,0,1
622,3,48,2,9,3914,4,2,4,0,0,2,0,0,0,1,1,2,1,0,0,1
623,0,12,2,3,1858,0,1,4,1,0,1,2,1,2,0,1,2,1,0,0,0
624,0,18,2,4,2600,0,2,4,2,0,4,3,0,2,2,2,2,1,0,0,1
625,3,15,2,4,1979,4,4,4,2,0,2,2,0,2,1,1,2,1,0,0,0
626,2,6,2,3,2116,0,2,2,2,0,2,0,0,2,1,1,2,1,1,0,0
627,1,9,1,0,1437,1,3,2,2,0,3,3,0,2,1,1,2,1,0,0,1
628,3,42,4,3,4042,2,2,4,2,0,4,0,0,2,1,2,2,1,1,0,0
629,3,9,2,7,3832,4,4,1,2,0,4,0,0,2,1,1,1,1,0,0,0
630,0,24,2,4,3660,0,2,2,1,0,4,2,0,2,1,1,2,1,0,0,0
631,0,18,1,3,1553,0,2,4,2,0,3,2,0,0,1,1,2,1,0,0,1
632,1,15,2,4,1444,4,1,4,2,0,1,1,1,2,1,1,2,1,0,0,0
633,3,9,2,3,1980,0,1,2,1,1,2,2,1,2,0,2,2,1,0,0,1
634,1,24,2,0,1355,0,1,3,1,0,4,2,1,2,1,1,1,1,1,0,1
635,3,12,2,7,1393,0,4,4,2,0,4,1,0,0,1,3,2,2,1,0,0
636,3,24,2,4,1376,2,3,4,1,0,1,2,0,2,1,1,2,1,0,0,0
637,3,60,3,4,15653,0,3,2,2,0,4,2,1,2,1,2,2,1,1,0,0
638,3,12,2,4,1493,0,1,4,1,0,3,2,0,2,1,1,2,2,0,0,0
639,0,42,3,4,4370,0,3,3,2,0,2,1,0,0,1,2,2,2,1,0,1
640,0,18,2,7,750,0,0,4,1,0,1,0,0,2,1,1,0,1,0,0,1
641,1,15,2,6,1308,0,4,4,2,0,4,2,0,2,1,2,1,1,0,0,0
642,3,15,2,7,4623,1,2,3,2,0,2,1,0,2,1,1,3,1,1,0,1
643,3,24,4,4,1851,0,3,4,3,2,2,2,0,2,1,2,2,1,1,0,0
644,0,18,4,4,1880,0,3,4,3,0,1,1,0,2,1,2,3,1,1,0,0
645,3,36,3,9,7980,4,1,4,2,0,4,2,0,2,0,2,2,1,1,0,1
646,0,30,0,3,4583,0,2,2,0,2,2,0,0,2,1,2,2,1,0,0,0
647,3,12,2,0,1386,2,2,2,1,0,2,1,0,2,1,1,2,1,0,0,1
648,2,24,2,0,947,0,3,4,2,0,3,3,0,0,2,1,2,2,0,0,1
649,0,12,2,7,684,0,2,4,2,0,4,2,0,2,0,1,1,2,0,0,1
650,0,48,2,7,7476,0,3,4,2,0,1,3,0,2,2,1,3,1,1,0,0
651,1,12,2,3,1922,0,2,4,2,0,2,1,0,2,1,1,1,1,0,0,1
652,0,24,2,0,2303,0,4,4,2,1,1,0,0,2,1,1,2,1,0,0,1
653,1,36,3,0,8086,1,4,2,2,0,4,2,0,2,1,4,3,1,1,0,1
654,3,24,4,1,2346,0,3,4,2,0,3,2,0,2,1,2,2,1,1,0,0
655,0,14,2,0,3973,0,0,1,2,0,4,3,1,2,2,1,2,1,0,0,0
656,1,12,2,0,888,0,4,4,2,0,4,2,0,0,1,1,1,2,0,0,1
657,3,48,2,4,10222,4,3,4,2,0,3,2,0,1,1,1,2,1,1,0,0
658,1,30,0,9,4221,0,2,2,1,0,1,2,0,2,1,2,2,1,0,0,0
659,1,18,4,3,6361,0,4,2,2,0,1,3,0,2,1,1,2,1,1,0,0
660,2,12,2,4,1297,0,2,3,3,0,4,0,1,2,0,1,2,1,0,0,0
661,0,12,2,0,900,4,2,4,3,0,2,2,1,2,1,1,2,1,0,0,1
662,3,21,2,3,2241,0,4,4,2,0,2,0,0,2,1,2,2,1,0,0,0
663,1,6,3,3,1050,0,0,4,2,0,1,1,0,1,1,2,3,1,1,0,0
664,2,6,4,7,1047,0,2,2,1,0,4,1,0,2,1,1,1,1,0,0,0
665,3,24,4,2,6314,0,0,4,2,1,2,3,0,0,1,2,3,1,1,0,0
666,1,30,1,3,3496,3,2,4,2,0,2,2,0,1,1,1,2,2,1,0,0
667,3,48,1,9,3609,0,2,1,1,0,1,0,0,1,1,1,2,1,0,0,0
668,0,12,4,0,4843,0,4,3,2,1,4,1,0,2,0,2,2,1,1,0,1
669,2,30,4,4,3017,0,4,4,2,0,4,1,0,2,1,1,2,1,0,0,0
670,3,24,4,9,4139,1,2,3,2,0,3,1,0,2,1,2,1,1,1,0,0
671,3,36,2,9,5742,1,3,2,2,0,2,2,0,2,1,2,2,1,1,0,0
672,3,60,2,0,10366,0,4,2,2,0,4,1,0,2,1,1,3,1,1,0,0
673,3,6,4,0,2080,2,2,1,3,0,2,2,1,2,1,1,2,1,0,0,0
674,3,21,3,9,2580,2,1,4,2,0,2,0,0,0,1,1,1,2,0,0,1
675,3,30,4,4,4530,0,3,4,1,0,4,2,0,2,0,1,3,1,1,0,0
676,3,24,4,3,5150,0,4,4,2,0,4,2,0,2,1,1,2,1,1,0,0
677,1,72,2,4,5595,1,2,2,3,0,2,2,1,2,1,1,2,1,0,0,1
678,0,24,2,4,2384,0,4,4,2,0,4,0,0,0,0,1,1,1,0,0,0
679,3,18,2,4,1453,0,1,3,1,0,1,0,0,2,1,1,2,1,0,0,0
680,3,6,2,7,1538,0,1,1,1,0,2,3,0,2,1,1,2,1,0,0,0
681,3,12,2,4,2279,4,2,4,2,0,4,3,0,2,2,1,2,1,1,0,0
682,3,15,3,4,1478,0,2,4,3,0,3,0,0,0,1,2,2,1,0,0,0
683,3,24,4,4,5103,0,1,3,3,0,3,3,0,2,2,3,2,1,1,0,0
684,1,36,3,9,9857,1,3,1,2,0,3,1,0,2,1,2,1,2,1,0,0
685,3,60,2,0,6527,4,2,4,2,0,4,3,0,2,2,1,2,2,1,0,0
686,2,10,4,4,1347,4,3,4,2,0,2,1,0,2,1,2,2,1,1,0,0
687,1,36,3,0,2862,1,4,4,2,0,3,3,0,2,2,1,2,1,0,0,0
688,3,9,2,4,2753,1,4,3,2,1,4,2,0,2,1,1,2,1,1,0,0
689,0,12,2,0,3651,3,2,1,2,0,3,1,0,2,1,1,2,2,0,0,0
690,0,15,4,3,975,0,2,2,0,0,3,1,1,2,1,2,2,1,0,0,0
691,1,15,2,6,2631,1,2,3,1,0,2,0,1,2,1,1,1,1,0,0,0
692,1,24,2,4,2896,1,1,2,2,0,1,2,0,2,1,1,2,1,0,0,0
693,0,6,4,0,4716,4,1,1,2,0,3,0,0,2,1,2,1,2,0,0,0
694,3,24,2,4,2284,0,3,4,2,0,2,2,0,2,1,1,2,1,1,0,0
695,3,6,2,1,1236,2,2,2,2,0,4,1,0,2,0,1,2,1,0,0,0
696,1,12,2,4,1103,0,3,4,2,2,3,0,0,2,1,2,2,1,0,1,0
697,3,12,4,0,926,0,0,1,1,0,2,1,0,2,1,1,0,1,0,0,0
698,3,18,4,4,1800,0,2,4,2,0,2,2,1,2,1,2,2,1,0,0,0
699,2,15,2,7,1905,0,4,4,2,0,4,2,0,2,0,1,3,1,1,0,0
700,3,12,2,3,1123,2,2,4,1,0,4,2,0,2,0,1,1,1,0,0,1
701,0,48,4,1,6331,0,4,4,2,0,4,3,0,2,2,2,2,1,1,0,1
702,2,24,2,4,1377,1,4,4,1,0,2,3,0,2,2,1,2,1,1,0,0
703,1,30,3,9,2503,1,4,4,2,0,2,1,0,1,1,2,2,1,0,0,0
704,1,27,2,9,2528,0,1,4,1,0,1,1,0,2,1,1,2,2,1,0,0
705,3,15,2,0,5324,2,4,1,1,0,4,3,0,2,2,1,2,1,0,0,0
706,1,48,2,0,6560,1,3,3,2,0,2,1,1,2,1,1,2,1,0,0,1
707,1,12,0,3,2969,0,1,4,1,0,3,1,1,2,0,2,2,1,0,0,1
708,1,9,2,4,1206,0,4,4,1,0,4,0,1,2,1,1,2,1,0,0,0
709,1,9,2,4,2118,0,2,2,2,0,2,0,0,2,1,1,1,2,0,0,0
710,3,18,4,4,629,2,4,4,2,0,3,1,0,0,1,2,3,1,1,0,0
711,0,6,1,7,1198,0,4,4,1,0,4,3,0,2,2,1,2,1,0,0,1
712,3,21,2,1,2476,4,4,4,2,0,4,0,0,2,1,1,3,1,1,0,0
713,0,9,4,4,1138,0,2,4,2,0,4,0,1,2,1,2,1,1,0,0,0
714,1,60,2,0,14027,0,3,4,2,0,2,3,0,2,1,1,3,1,1,0,1
715,3,30,4,1,7596,4,4,1,2,0,4,2,0,2,1,2,2,1,0,0,0
716,3,30,4,4,3077,4,4,3,2,0,2,2,0,2,1,2,2,2,1,0,0
717,3,18,2,4,1505,0,2,4,2,0,2,3,0,2,2,1,3,1,1,0,0
718,2,24,4,4,3148,4,2,3,2,0,2,2,0,2,1,2,2,1,1,0,0
719,1,20,0,1,6148,1,4,3,3,0,4,2,0,0,1,2,2,1,1,0,0
720,2,9,0,4,1337,0,1,4,2,0,2,2,0,2,1,2,3,1,1,0,1
721,1,6,1,7,433,3,1,4,1,0,2,1,1,0,0,1,2,2,0,0,1
722,0,12,2,0,1228,0,2,4,1,0,2,0,1,2,1,1,1,1,0,0,1
723,1,9,2,4,790,2,2,4,1,0,3,0,0,2,1,1,1,1,0,0,0
724,3,27,2,0,2570,0,2,3,1,0,3,0,1,2,0,1,2,1,0,0,1
725,3,6,4,0,250,3,2,2,1,0,2,0,0,0,1,2,1,1,0,0,0
726,3,15,4,4,1316,2,2,2,3,0,2,1,0,2,1,2,1,1,0,0,0
727,0,18,2,4,1882,0,2,4,1,0,4,2,1,0,0,2,2,1,0,0,1
728,1,48,1,9,6416,0,4,4,1,0,3,3,0,2,0,1,2,1,0,0,1
729,2,24,4,9,1275,3,2,2,0,0,4,0,0,2,1,2,2,1,1,0,0
730,1,24,3,4,6403,0,1,1,2,0,2,2,0,2,1,1,2,1,0,0,0
731,0,24,2,4,1987,0,2,2,2,0,4,0,1,2,0,1,1,2,0,0,1
732,1,8,2,4,760,0,3,4,1,2,2,0,0,2,1,1,1,1,0,0,0
733,3,24,2,1,2603,3,2,2,1,0,4,2,0,2,0,1,2,1,1,0,0
734,3,4,4,0,3380,0,3,1,1,0,1,0,0,2,1,1,2,2,0,0,0
735,1,36,1,5,3990,4,1,3,1,0,2,3,0,0,1,1,0,1,0,0,0
736,1,24,2,1,11560,0,2,1,1,0,4,2,1,2,0,2,3,1,0,0,1
737,0,18,2,0,4380,1,2,3,2,0,4,2,0,2,1,1,1,2,1,0,0
738,3,6,4,0,6761,0,3,1,2,0,3,3,0,2,1,2,3,2,1,0,0
739,1,30,0,9,4280,1,2,4,1,0,4,2,0,2,0,2,1,1,0,0,1
740,0,24,1,0,2325,1,3,2,2,0,3,2,0,0,1,1,2,1,0,0,0
741,1,10,1,4,1048,0,2,4,2,0,4,0,1,1,1,1,1,1,0,0,0
742,3,21,2,4,3160,4,4,4,2,0,3,1,0,2,1,1,2,1,1,0,0
743,0,24,1,3,2483,2,2,4,2,0,4,0,1,1,1,1,2,1,1,0,0
744,0,39,4,3,14179,4,3,4,2,0,4,1,0,2,1,2,3,1,1,0,0
745,0,13,4,9,1797,0,1,3,2,0,1,1,0,0,1,2,1,1,0,0,0
746,0,15,2,0,2511,0,0,1,1,0,4,2,1,2,0,1,2,1,0,0,0
747,0,12,2,0,1274,0,1,3,1,0,1,0,0,2,1,1,1,1,0,0,1
748,3,21,2,1,5248,4,2,1,2,0,3,2,0,2,1,1,2,1,0,0,0
749,3,15,2,1,3029,0,3,2,2,0,2,2,0,2,1,1,2,1,0,0,0
750,0,6,2,3,428,0,4,2,1,0,1,1,0,0,1,1,2,1,1,0,0
751,0,18,2,0,976,0,1,1,1,0,2,2,1,2,1,1,1,1,0,0,1
752,1,12,2,9,841,1,3,2,1,0,4,0,1,2,0,1,1,1,0,0,0
753,3,30,4,4,5771,0,3,4,1,0,2,2,1,2,1,2,2,1,0,0,0
754,3,12,3,6,1555,3,4,4,2,0,4,3,0,2,2,2,2,2,0,0,1
755,0,24,2,0,1285,4,3,4,1,0,4,3,0,2,0,1,2,1,0,0,1
756,2,6,4,0,1299,0,2,1,2,0,1,0,0,2,1,3,0,2,0,1,0
757,2,15,4,4,1271,4,2,3,2,0,4,3,0,2,2,2,2,1,1,0,1
758,3,24,2,0,1393,0,2,2,2,2,2,0,0,2,1,1,2,1,1,0,0
759,0,12,4,0,691,0,4,4,2,0,3,1,0,2,1,2,2,1,0,0,1
760,3,15,4,0,5045,4,4,1,1,0,4,2,0,2,1,1,2,1,1,0,0
761,0,18,4,3,2124,0,2,4,1,0,4,0,1,2,0,2,2,1,0,0,1
762,0,12,2,4,2214,0,2,4,2,0,3,1,1,2,1,1,1,1,0,0,0
763,3,21,4,0,12680,4,4,4,2,0,4,3,0,2,2,1,3,1,1,0,1
764,3,24,4,0,2463,1,3,4,3,0,3,1,0,2,1,2,2,1,1,0,0
765,1,12,2,4,1155,0,4,3,3,2,3,0,0,0,1,2,1,1,0,0,0
766,0,30,2,3,3108,0,1,2,0,0,4,1,0,2,1,1,1,1,0,0,1
767,3,10,2,1,2901,4,1,1,1,0,4,0,0,2,0,1,2,1,0,0,0
768,1,12,4,3,3617,0,4,1,2,0,4,2,0,2,0,3,2,1,1,0,0
769,3,12,4,4,1655,0,4,2,2,0,4,0,0,2,1,2,1,1,1,0,0
770,0,24,2,1,2812,4,4,2,1,0,4,0,0,2,0,1,2,1,0,0,0
771,0,36,4,7,8065,0,2,3,1,0,2,3,1,2,1,2,3,1,1,0,1
772,3,21,4,1,3275,0,4,1,2,0,4,2,0,2,1,1,3,1,1,0,0
773,3,24,4,4,2223,1,4,4,2,0,4,1,0,0,1,2,2,1,0,0,0
774,2,12,4,0,1480,2,0,2,2,0,4,3,0,0,2,3,0,1,0,0,0
775,0,24,2,0,1371,4,2,4,1,0,4,0,1,2,0,1,2,1,0,0,1
776,3,36,4,0,3535,0,3,4,2,0,4,2,0,2,1,2,2,1,1,0,0
777,0,18,2,4,3509,0,3,4,1,2,1,0,1,2,1,1,2,1,0,0,0
778,3,36,4,1,5711,3,4,4,2,0,2,2,0,2,1,2,3,1,1,0,0
779,1,18,2,6,3872,0,0,2,1,0,4,2,0,2,1,1,2,1,1,0,0
780,1,39,4,4,4933,0,3,2,2,2,2,0,1,2,1,2,2,1,0,0,1
781,3,24,4,0,1940,3,4,4,2,0,4,0,0,2,1,1,2,1,1,0,0
782,1,12,0,8,1410,0,2,2,2,0,2,0,0,2,1,1,1,1,1,0,0
783,1,12,2,0,836,1,1,4,1,0,2,1,1,0,1,1,1,1,0,0,1
784,1,20,2,1,6468,4,0,1,0,0,4,0,0,2,1,1,3,1,1,0,0
785,1,18,2,9,1941,3,2,4,2,0,2,1,0,2,1,1,1,1,1,0,0
786,3,22,2,4,2675,2,4,3,2,0,4,2,0,2,1,1,2,1,0,0,0
787,3,48,4,1,2751,4,4,4,2,0,3,2,0,2,1,2,2,2,1,0,0
788,1,48,3,7,6224,0,4,4,2,0,4,3,0,2,2,1,2,1,0,0,1
789,0,40,4,7,5998,0,2,4,2,0,3,3,0,0,1,1,2,1,1,0,1
790,1,21,2,9,1188,0,4,2,1,0,4,1,0,2,1,1,2,2,0,0,1
791,3,24,2,1,6313,4,4,3,2,0,4,2,0,2,1,1,3,2,1,0,0
792,3,6,4,3,1221,4,2,1,3,0,2,1,0,2,1,2,2,1,0,0,0
793,2,24,2,3,2892,0,4,3,0,0,4,3,0,2,2,1,2,1,0,0,0
794,3,24,2,3,3062,2,4,4,2,0,3,3,0,2,0,1,2,1,1,0,0
795,3,9,2,3,2301,1,1,2,1,0,4,1,1,2,0,1,2,1,0,0,0
796,0,18,2,1,7511,4,4,1,2,0,4,1,0,2,2,1,2,2,1,0,1
797,3,12,4,3,1258,0,1,2,1,0,4,1,1,2,0,2,1,1,0,0,0
798,3,24,3,0,717,4,4,4,3,0,4,2,0,2,1,2,2,1,1,0,0
799,1,9,2,0,1549,4,1,4,2,0,2,0,0,2,1,1,0,1,0,0,0
800,3,24,4,7,1597,0,4,4,2,0,4,3,0,2,2,2,2,2,0,0,0
801,1,18,4,4,1795,0,4,3,1,2,4,0,0,0,0,2,1,1,1,0,0
802,0,20,4,3,4272,0,4,1,1,0,4,1,1,2,1,2,2,1,0,0,0
803,3,12,4,4,976,4,4,4,2,0,4,2,0,2,1,2,2,1,0,0,0
804,1,12,2,0,7472,4,0,1,1,0,2,0,1,2,0,1,0,1,0,0,0
805,0,36,2,0,9271,0,3,2,2,0,1,2,1,2,1,1,2,1,1,0,1
806,1,6,2,4,590,0,1,3,3,0,3,0,0,2,1,1,1,1,0,1,0
807,3,12,4,4,930,4,4,4,2,0,4,0,0,2,1,4,2,1,0,0,0
808,1,42,1,1,9283,0,0,1,2,0,2,3,0,0,2,1,3,1,1,0,0
809,1,15,0,0,1778,0,1,2,1,0,1,0,0,2,0,2,0,1,0,0,1
810,1,8,2,9,907,0,1,3,3,0,2,0,0,2,1,1,2,1,1,0,0
811,1,6,2,4,484,0,3,3,3,2,3,0,0,0,1,1,1,1,0,0,0
812,0,36,4,1,9629,0,3,4,2,0,4,2,1,2,1,2,2,1,1,0,1
813,0,48,2,5,3051,0,2,3,2,0,4,2,0,2,1,1,2,1,0,0,1
814,0,48,2,0,3931,0,3,4,2,0,4,3,0,2,2,1,2,2,0,0,1
815,1,36,3,0,7432,0,2,2,1,0,2,1,0,2,0,1,2,1,0,0,0
816,3,6,2,5,1338,2,2,1,0,0,4,0,0,2,1,1,2,1,0,0,0
817,3,6,4,4,1554,0,3,1,1,0,2,2,1,2,0,2,2,1,1,0,0
818,0,36,2,2,15857,0,0,2,0,1,3,2,0,2,1,1,3,1,0,0,0
819,0,18,2,4,1345,0,2,4,3,0,3,0,0,0,1,1,2,1,0,0,1
820,3,12,2,0,1101,0,2,3,3,0,2,0,0,2,1,2,2,1,1,0,0
821,2,12,2,4,3016,0,2,3,3,0,1,2,1,2,1,1,2,1,0,0,0
822,0,36,2,3,2712,0,4,2,2,0,2,1,0,0,1,1,2,2,0,0,1
823,0,8,4,0,731,0,4,4,2,0,4,0,0,2,1,2,1,1,0,0,0
824,3,18,4,3,3780,0,1,3,0,0,2,2,0,2,1,2,3,1,1,0,0
825,0,21,4,0,1602,0,4,4,3,0,3,2,0,2,1,2,2,1,1,0,0
826,0,18,4,0,3966,0,4,1,1,0,4,0,0,0,0,3,2,1,1,0,1
827,3,18,0,9,4165,0,2,2,2,0,2,2,0,1,1,2,2,2,0,0,1
828,0,36,2,1,8335,4,4,3,2,0,4,3,0,2,2,1,2,1,0,0,1
829,1,48,3,9,6681,4,2,4,2,0,4,3,0,2,2,1,2,2,1,0,0
830,3,24,3,9,2375,2,2,4,2,0,2,2,0,2,1,2,2,2,1,0,0
831,0,18,2,0,1216,0,1,4,1,0,3,2,1,2,0,1,2,1,1,0,1
832,0,45,0,9,11816,0,4,2,2,0,4,2,0,2,0,2,2,1,0,0,1
833,1,24,2,4,5084,4,4,2,1,0,4,2,0,2,1,1,2,1,1,0,0
834,2,15,2,4,2327,0,1,2,1,0,3,0,1,2,1,1,1,1,0,0,1
835,0,12,0,0,1082,0,2,4,2,0,4,2,0,0,1,2,2,1,0,0,1
836,3,12,2,4,886,4,2,4,1,0,2,2,1,2,1,1,2,1,0,0,0
837,3,4,2,3,601,0,1,1,1,0,3,0,1,2,0,1,1,2,0,0,0
838,0,24,4,1,2957,0,4,4,2,0,4,1,0,2,1,2,2,1,1,0,0
839,3,24,4,4,2611,0,4,4,3,1,3,0,0,2,1,2,2,1,0,0,0
840,0,36,2,3,5179,0,3,4,2,0,2,1,0,2,1,1,2,1,0,0,1
841,3,21,3,1,2993,0,2,3,2,0,2,0,0,1,1,2,1,1,0,0,0
842,3,18,2,6,1943,0,1,4,1,0,4,0,1,2,1,1,2,1,0,0,1
843,3,24,1,9,1559,0,3,4,2,0,4,2,0,0,1,1,2,1,1,0,0
844,3,18,2,3,3422,0,4,4,2,0,4,1,0,0,1,3,2,2,1,0,0
845,1,21,2,3,3976,4,3,2,2,0,3,2,0,2,1,1,2,1,1,0,0
846,3,18,2,0,6761,4,2,2,2,0,4,2,0,2,0,2,2,1,0,0,1
847,3,24,2,0,1249,0,1,4,3,0,2,0,0,2,1,1,2,1,0,0,0
848,0,9,2,4,1364,0,3,3,2,0,4,0,0,2,1,1,2,1,0,0,0
849,0,12,2,4,709,0,4,4,2,0,4,0,0,1,1,1,1,1,0,0,1
850,0,20,4,0,2235,0,2,4,3,2,2,1,0,0,0,2,2,1,0,1,1
851,3,24,4,1,4042,4,3,3,2,0,4,1,0,2,1,2,2,1,1,0,0
852,3,15,4,4,1471,0,2,4,2,0,4,3,0,2,2,2,2,1,1,0,0
853,0,18,1,0,1442,0,3,4,2,0,4,3,0,2,2,2,1,2,0,0,1
854,3,36,3,0,10875,0,4,2,2,0,2,2,0,2,1,2,2,2,1,0,0
855,3,24,2,0,1474,1,1,4,3,0,3,0,0,2,1,1,2,1,1,0,0
856,3,10,2,8,894,4,3,4,1,0,3,1,0,2,1,1,2,1,1,0,0
857,3,15,4,3,3343,0,2,4,2,0,2,3,0,2,2,1,2,1,1,0,0
858,0,15,2,0,3959,0,2,3,1,0,2,1,0,2,1,1,2,1,1,0,1
859,3,9,2,0,3577,1,2,1,2,2,2,0,0,2,0,1,2,2,0,1,0
860,3,24,4,1,5804,3,2,4,2,0,2,0,0,2,1,2,2,1,0,0,0
861,3,18,3,9,2169,0,2,4,3,0,2,2,0,2,1,1,2,1,1,0,1
862,0,24,2,4,2439,0,1,4,1,0,4,0,0,2,1,1,2,1,1,0,1
863,3,27,4,3,4526,3,1,4,2,0,2,0,0,1,1,2,1,2,1,0,0
864,3,10,2,3,2210,0,2,2,2,0,2,0,1,0,0,1,1,1,0,0,1
865,3,15,2,3,2221,2,2,2,1,0,4,2,1,2,0,1,2,1,0,0,0
866,0,18,2,4,2389,0,1,4,1,0,1,2,0,1,1,1,2,1,0,0,0
867,3,12,4,3,3331,0,4,2,2,0,4,1,0,1,1,1,2,1,0,0,0
868,3,36,2,9,7409,4,4,3,2,0,2,1,0,2,1,2,2,1,0,0,0
869,0,12,2,3,652,0,4,4,1,0,4,1,1,2,0,1,2,1,0,0,0
870,3,36,3,3,7678,2,3,2,1,0,4,2,0,2,1,2,2,1,1,0,0
871,2,6,4,0,1343,0,4,1,2,0,4,0,0,2,1,2,2,2,0,1,0
872,0,24,4,9,1382,1,3,4,2,0,1,0,0,2,1,2,2,1,1,0,0
873,3,15,2,5,874,4,1,4,1,0,1,0,1,2,1,1,2,1,0,0,0
874,0,12,2,3,3590,0,2,2,2,1,2,1,0,2,1,1,1,2,0,0,0
875,1,11,4,0,1322,3,2,4,1,0,4,2,0,2,1,2,2,1,0,0,0
876,0,18,1,4,1940,0,1,3,2,1,4,3,0,0,2,1,3,1,1,0,0
877,3,36,2,4,3595,0,4,4,2,0,2,2,0,2,1,1,2,1,0,0,0
878,0,9,2,0,1422,0,1,3,2,0,2,3,0,2,2,1,3,1,1,0,1
879,3,30,4,4,6742,4,3,2,2,0,3,1,0,2,1,2,2,1,0,0,0
880,3,24,2,1,7814,0,3,3,2,0,3,2,0,2,1,1,3,1,1,0,0
881,3,24,2,1,9277,4,2,2,0,0,4,3,0,2,2,1,2,1,1,0,0
882,1,30,4,0,2181,4,4,4,2,0,4,0,0,2,1,2,2,1,0,0,0
883,3,18,4,4,1098,0,0,4,1,0,4,2,0,2,1,2,0,1,0,0,0
884,1,24,2,3,4057,0,3,3,0,0,3,2,0,2,1,1,2,1,1,0,1
885,0,12,2,7,795,0,1,4,1,0,4,1,0,2,1,1,2,1,0,0,1
886,1,24,4,9,2825,4,3,4,2,0,3,3,0,2,1,2,2,2,1,0,0
887,1,48,2,9,15672,0,2,2,2,0,2,2,1,2,1,1,2,1,1,0,1
888,3,36,4,0,6614,0,4,4,2,0,4,2,0,2,1,2,3,1,1,0,0
889,3,28,1,1,7824,4,1,3,2,2,4,0,0,0,0,2,2,2,1,0,0
890,0,27,4,9,2442,0,4,4,2,0,4,2,0,1,1,4,3,2,1,0,0
891,3,15,4,4,1829,0,4,4,2,0,4,2,0,2,1,2,2,1,1,0,0
892,0,12,4,0,2171,0,2,4,2,0,4,1,0,0,1,2,1,1,0,1,0
893,1,36,4,1,5800,0,2,3,2,0,4,2,0,2,1,2,2,1,1,0,0
894,3,18,4,4,1169,4,2,4,2,0,3,1,0,2,1,2,2,1,1,0,0
895,3,36,3,1,8947,4,3,3,2,0,2,2,0,1,1,1,3,2,1,0,0
896,0,21,2,4,2606,0,1,4,1,0,4,1,0,2,0,1,3,1,1,0,0
897,3,12,4,3,1592,3,3,3,1,0,2,1,0,2,1,1,2,1,0,1,0
898,3,15,2,3,2186,4,3,1,1,0,4,0,0,0,0,1,1,1,0,0,0
899,0,18,2,3,4153,0,2,2,2,1,3,2,0,2,1,1,2,1,0,0,1
900,0,16,4,0,2625,0,4,2,2,2,4,1,0,0,0,1,2,1,1,0,1
901,3,20,4,0,3485,4,1,2,0,0,4,0,0,2,1,2,2,1,1,0,0
902,3,36,4,1,10477,4,4,2,2,0,4,3,0,2,2,2,2,1,0,0,0
903,3,15,2,4,1386,4,2,4,3,0,2,0,0,2,0,1,2,1,1,0,0
904,3,24,2,4,1278,0,4,4,2,0,1,0,0,2,1,1,3,1,1,0,0
905,0,12,2,4,1107,0,2,2,2,0,2,0,1,2,0,1,3,2,1,0,0
906,0,21,2,0,3763,4,3,2,2,1,2,0,1,2,1,1,1,1,0,1,0
907,1,36,2,7,3711,4,2,2,3,0,2,2,0,2,1,1,2,1,0,0,0
908,3,15,3,1,3594,0,1,1,1,0,2,1,0,2,1,2,1,1,0,0,0
909,1,9,2,0,3195,4,2,1,1,0,2,0,0,2,1,1,1,1,0,0,0
910,3,36,3,4,4454,0,2,4,1,0,4,0,0,2,1,2,2,1,0,0,0
911,1,24,4,3,4736,0,1,2,1,0,4,2,1,0,1,1,1,1,0,0,1
912,1,30,2,4,2991,4,4,2,1,0,4,2,1,2,1,1,2,1,0,0,0
913,3,11,2,9,2142,3,4,1,0,0,2,0,0,2,1,1,2,1,1,0,0
914,0,24,1,9,3161,0,2,4,2,0,2,1,0,2,0,1,2,1,1,0,1
915,1,48,0,2,18424,0,2,1,1,0,2,1,0,0,1,1,3,1,1,1,1
916,3,10,2,1,2848,1,2,1,2,1,2,0,0,2,1,1,2,2,0,0,0
917,0,6,2,0,14896,0,4,1,2,0,4,3,0,0,1,1,3,1,1,0,1
918,0,24,2,3,2359,1,0,1,0,0,1,1,0,2,1,1,2,1,0,0,1
919,0,24,2,3,3345,0,4,4,2,0,2,1,0,2,0,1,3,1,1,0,1
920,3,18,4,3,1817,0,2,4,1,0,2,3,0,2,1,2,2,1,0,0,0
921,3,48,3,4,12749,2,3,4,2,0,1,2,0,2,1,1,3,1,1,0,0
922,0,9,2,4,1366,0,1,3,1,0,4,1,1,2,0,1,2,1,0,0,1
923,1,12,2,0,2002,0,3,3,2,0,4,1,0,2,0,1,2,2,1,0,0
924,0,24,1,3,6872,0,1,2,0,0,1,1,0,0,1,1,2,1,1,0,1
