,Sex,Age,EducationLevel,HouseholdPosition,HouseholdSize,Country,EconomicStatus,CurEcoActivity,MaritalStatus,Occupation
37346,2,22,5,2,4,1,1,4,2,1
37347,2,18,6,3,2,1,1,5,2,0
37348,1,18,2,4,3,1,1,4,1,1
37349,1,27,3,2,5,1,1,12,2,0
37350,1,37,6,2,6,1,1,5,2,0
37351,1,21,6,2,3,1,1,7,2,1
37352,1,32,3,2,4,1,2,12,2,1
37353,1,32,6,2,5,1,1,4,2,0
37354,2,22,6,2,4,2,1,2,2,1
37355,1,42,6,2,3,1,1,6,2,0
37356,1,37,6,1,2,1,1,3,4,0
37357,1,27,4,6,6,1,1,7,1,1
37358,2,32,6,2,4,3,1,5,2,0
37359,2,37,3,1,2,1,1,1,3,1
37360,2,21,3,2,3,1,1,2,2,1
37361,1,47,4,2,5,1,2,1,2,0
37362,1,59,3,4,4,1,3,1,1,1
37363,1,21,4,2,4,1,2,11,2,0
37364,2,18,6,5,1,1,1,3,1,1
37365,2,37,5,2,3,1,1,3,2,1
37366,2,32,4,3,2,1,1,5,2,0
37367,1,59,3,4,4,1,1,1,1,1
37368,2,32,4,2,3,1,1,3,2,0
37369,1,37,3,7,2,1,1,11,4,0
37370,2,21,6,5,1,1,1,3,1,0
37371,1,18,6,3,2,1,1,5,2,0
37372,2,27,6,2,5,1,1,3,2,0
37373,2,18,4,3,2,1,1,3,2,1
37374,1,21,3,6,4,1,1,2,1,1
37375,1,22,4,2,4,1,1,2,2,1
37376,1,42,6,3,2,1,1,5,2,0
37377,2,32,3,2,4,1,1,10,2,1
37378,2,16,5,5,1,1,3,3,1,1
37379,2,21,3,2,5,1,1,2,2,1
37380,1,21,6,3,2,3,1,10,2,1
37381,1,27,6,3,2,1,1,2,2,0
37382,1,42,3,3,2,1,1,5,2,0
37383,2,42,6,5,1,1,1,5,1,0
37384,1,16,6,4,4,1,3,1,1,1
37385,1,27,4,3,2,1,1,7,2,0
37386,2,32,4,2,3,1,1,3,2,0
37387,1,32,6,2,3,1,1,5,2,0
37388,1,42,4,5,1,1,1,7,3,0
37389,1,59,3,4,3,1,3,1,1,1
37390,1,21,4,3,2,1,1,4,2,1
37391,1,42,3,3,2,1,1,4,2,1
37392,2,27,4,2,3,1,1,2,2,1
37393,2,18,5,3,2,1,1,5,2,0
37394,2,37,6,7,3,1,1,5,4,0
37395,1,37,6,2,5,1,1,5,2,0
37396,2,22,3,3,2,1,1,5,2,1
37397,1,27,4,2,4,1,1,4,2,0
37398,2,59,2,4,4,1,3,1,1,1
37399,1,16,4,5,1,1,3,2,1,1
37400,2,21,2,2,3,1,1,2,2,1
37401,2,32,4,2,3,1,1,6,2,1
37402,1,21,4,2,3,1,1,4,2,1
37403,1,21,6,2,5,1,1,1,2,0
37404,1,42,6,3,2,1,1,5,2,0
37405,1,37,6,2,3,1,1,2,2,0
37406,2,32,6,5,1,1,1,2,1,0
37407,2,42,4,3,2,1,1,6,2,0
37408,2,32,4,2,3,1,1,5,2,1
37409,1,37,5,2,4,1,1,12,2,0
37410,2,18,6,1,2,1,1,1,1,0
37411,1,16,4,1,2,1,1,9,1,1
37412,2,27,4,2,3,1,1,10,2,1
37413,2,32,4,2,4,1,1,1,2,1
37414,1,32,6,2,4,1,1,4,2,0
37415,2,16,3,4,4,1,1,1,1,1
37416,1,47,6,5,1,3,2,2,4,0
37417,2,27,4,2,6,1,1,1,2,1
37418,2,21,4,5,1,1,1,3,4,1
37419,1,21,6,3,2,1,1,5,2,0
37420,2,21,6,2,3,1,1,3,2,0
37421,2,32,4,2,4,1,1,6,2,1
37422,1,27,3,2,3,1,1,1,2,1
37423,2,18,6,5,1,1,1,4,1,0
37424,2,42,6,3,2,1,1,5,2,0
37425,2,59,4,4,4,1,3,1,1,1
37426,1,18,5,5,1,1,1,8,1,0
37427,1,16,4,1,2,1,1,6,1,1
37428,1,22,4,2,5,1,1,7,2,0
37429,1,22,4,3,2,3,2,5,2,0
37430,1,21,3,3,2,1,1,7,2,1
37431,2,32,3,2,4,1,1,3,2,1
37432,1,27,4,2,4,1,1,7,2,0
37433,2,16,4,1,2,1,1,3,1,1
37434,1,32,6,2,3,3,1,6,2,0
37435,1,27,6,6,4,1,2,2,1,0
37436,1,18,6,4,3,1,1,12,1,0
37437,1,37,2,2,3,1,1,2,2,1
37438,2,18,4,3,2,1,2,8,2,1
37439,2,59,3,4,5,1,1,1,1,1
37440,1,52,2,1,2,1,2,7,3,0
37441,1,42,6,2,3,1,1,2,2,0
37442,2,27,6,5,1,1,1,8,4,0
37443,1,18,6,4,4,1,1,2,1,0
37444,1,37,6,3,2,2,1,3,2,0
37445,2,37,3,5,1,1,1,12,3,1
37446,2,32,4,2,3,1,1,6,2,1
37447,2,21,3,5,1,1,1,1,1,1
37448,2,21,3,2,4,1,2,12,2,1
37449,2,16,4,1,2,1,1,8,1,1
37450,2,27,4,5,1,1,1,3,1,1
37451,1,27,5,2,5,1,1,3,2,0
37452,2,22,3,2,4,2,1,6,2,1
37453,1,32,3,2,3,1,1,6,2,1
37454,1,18,6,4,4,1,3,5,1,0
37455,2,22,3,7,3,3,1,5,4,0
37456,1,21,4,2,3,1,2,2,2,0
37457,2,18,4,4,3,1,1,1,1,0
37458,2,21,3,3,2,1,1,3,2,1
37459,2,22,4,2,5,2,1,7,2,1
37460,2,32,4,3,2,1,1,3,2,1
37461,2,37,3,2,3,1,1,5,2,1
37462,1,42,3,3,2,1,1,1,2,1
37463,2,32,4,5,1,1,1,9,3,0
37464,2,37,2,3,2,1,1,6,2,0
37465,1,18,4,5,1,1,1,6,1,0
37466,1,21,4,3,2,1,1,12,2,0
37467,2,16,4,1,2,1,1,9,1,1
37468,2,27,6,2,5,3,1,5,2,0
37469,1,18,4,3,2,1,1,4,2,0
37470,1,37,6,3,2,1,1,4,2,0
37471,2,22,4,6,5,1,1,2,1,0
37472,2,37,4,7,2,1,1,6,3,0
37473,2,32,5,2,4,3,1,3,2,0
37474,2,18,4,3,2,1,1,4,2,1
37475,2,18,4,6,3,1,1,1,1,1
37476,2,18,4,4,4,1,3,6,1,1
37477,2,59,1,4,4,1,3,1,1,1
37478,2,22,6,2,3,2,1,5,2,0
37479,2,42,4,2,4,1,1,4,2,1
37480,2,16,4,1,2,1,1,3,1,1
37481,1,37,6,5,1,2,1,4,4,0
37482,2,32,2,1,2,2,1,4,4,1
37483,2,27,6,3,2,1,1,1,2,0
37484,1,37,6,2,5,1,1,4,2,0
37485,1,22,6,2,6,1,1,3,2,0
37486,2,16,4,4,4,1,1,1,1,0
37487,2,22,4,2,4,1,1,8,2,1
37488,1,16,4,5,1,1,3,2,1,1
37489,1,18,6,1,2,1,1,1,1,1
37490,2,22,4,7,3,1,1,1,4,0
37491,2,21,6,5,1,1,1,8,1,0
37492,1,37,3,2,3,1,1,6,2,1
37493,2,37,6,5,1,1,1,5,1,0
37494,2,37,3,2,4,1,1,5,2,1
37495,1,59,3,4,4,1,3,1,1,1
37496,1,32,6,2,3,1,1,4,2,1
37497,1,18,6,1,2,2,1,8,1,0
37498,2,21,4,6,3,1,1,5,4,1
37499,2,27,3,2,4,1,1,1,2,1
37500,2,22,4,7,3,1,1,1,4,1
37501,1,16,4,4,6,1,1,2,1,1
37502,1,27,6,2,5,1,1,2,2,0
37503,2,18,6,5,1,1,1,2,1,0
37504,2,59,3,4,4,1,3,2,1,1
37505,2,27,2,7,2,1,1,3,4,1
37506,1,16,4,5,1,1,1,1,1,1
37507,2,21,4,2,4,1,1,9,2,1
37508,1,37,6,2,4,1,1,3,2,0
37509,2,27,4,2,4,1,1,1,2,1
37510,2,22,5,2,6,1,1,6,2,1
37511,2,21,6,5,1,1,1,6,1,0
37512,2,27,2,2,5,1,1,1,2,1
37513,2,22,3,2,3,1,1,2,2,0
37514,2,22,4,2,6,1,1,1,2,1
37515,1,32,4,2,5,1,1,5,2,0
37516,1,27,4,2,4,1,1,2,2,0
37517,2,59,2,4,6,3,1,1,1,1
37518,1,21,4,3,2,1,1,4,2,1
37519,1,59,3,4,5,1,3,1,1,1
37520,2,27,4,2,4,1,1,2,2,1
37521,1,42,6,3,2,1,1,5,2,0
37522,2,22,4,2,4,1,2,1,2,0
37523,1,42,6,2,4,1,1,6,2,0
37524,2,32,4,3,2,1,1,3,2,0
37525,1,18,3,3,2,1,2,9,2,0
37526,2,18,6,5,1,1,1,3,1,0
37527,1,27,6,2,4,1,1,6,2,0
37528,1,42,3,8,6,1,2,11,2,0
37529,1,37,2,2,4,1,1,2,2,1
37530,1,16,4,4,5,1,3,7,1,1
37531,1,32,3,3,2,1,1,7,2,1
37532,1,27,4,2,6,1,1,12,2,0
37533,2,27,3,7,2,1,1,3,4,1
37534,1,59,4,8,2,1,3,1,1,1
37535,1,22,6,3,2,1,1,5,2,0
37536,2,59,3,4,5,1,3,2,1,1
37537,2,27,3,2,3,1,1,1,2,1
37538,1,37,4,3,2,1,1,10,2,0
37539,1,18,6,4,3,1,1,6,1,0
37540,1,21,4,5,1,1,1,1,1,1
37541,1,27,6,3,2,1,1,4,2,0
37542,2,37,6,3,2,1,1,5,2,0
37543,1,22,6,2,4,1,1,4,2,0
37544,2,37,4,7,3,1,1,2,4,0
37545,2,16,4,1,2,1,1,6,1,1
37546,2,18,3,5,1,1,1,3,1,1
37547,1,16,4,4,4,1,1,1,1,1
37548,1,27,6,2,4,1,1,2,2,0
37549,2,42,3,3,2,1,1,1,2,1
37550,1,21,4,1,2,1,3,7,1,1
37551,2,42,6,3,2,1,1,5,2,0
37552,2,18,6,5,1,1,1,6,1,0
37553,2,21,3,3,2,1,1,1,2,1
37554,2,18,6,1,2,1,1,2,1,0
37555,1,32,4,5,1,1,2,10,4,0
37556,1,59,3,4,3,1,3,9,1,1
37557,1,27,6,2,4,1,1,7,2,0
37558,1,21,3,6,3,3,1,1,1,1
37559,2,37,6,1,2,1,1,3,1,0
37560,1,37,2,3,2,1,1,2,2,1
37561,1,21,3,2,3,1,1,7,2,1
37562,1,27,6,2,4,1,1,8,2,0
37563,2,18,6,2,3,1,1,2,2,0
37564,1,37,6,2,3,1,1,3,2,0
37565,1,21,6,5,1,1,1,2,1,0
37566,2,32,6,3,2,1,1,5,2,0
37567,2,21,6,2,4,1,1,5,2,0
37568,2,16,4,4,4,1,1,3,1,1
37569,2,18,6,1,2,1,1,7,1,0
37570,2,37,6,5,1,1,1,5,1,0
37571,1,27,6,2,5,1,1,10,2,0
37572,2,22,4,6,3,1,1,9,1,1
37573,1,32,4,7,3,1,1,1,4,0
37574,2,37,5,2,4,1,1,7,2,1
37575,1,32,6,2,4,1,1,3,2,0
37576,2,22,4,2,5,1,1,3,2,0
37577,2,27,6,7,4,1,1,4,4,1
37578,2,32,3,2,3,1,1,3,2,1
37579,1,37,4,2,4,1,1,8,2,0
37580,2,18,6,3,2,1,1,5,2,0
37581,2,21,4,3,2,1,1,9,2,1
37582,1,42,6,2,3,1,1,6,2,0
37583,2,21,4,2,4,1,2,9,2,0
37584,2,37,3,7,3,1,2,11,3,0
37585,1,22,4,2,4,1,2,1,2,0
37586,2,21,4,2,3,1,1,2,2,0
37587,1,37,4,3,2,1,2,1,2,0
37588,1,18,6,2,4,1,1,7,2,0
37589,2,18,4,6,4,1,2,8,1,0
37590,2,59,2,4,5,1,1,4,1,1
37591,1,32,3,2,4,1,1,4,2,0
37592,2,16,4,3,2,1,1,7,2,0
37593,2,21,4,5,1,1,1,7,1,0
37594,2,47,3,3,2,1,1,2,2,1
37595,2,42,4,3,2,1,1,3,2,1
37596,2,18,4,2,3,1,1,12,2,1
37597,1,37,4,3,2,1,1,2,2,0
37598,2,22,4,2,3,1,1,3,2,1
37599,2,16,4,4,3,1,1,1,1,1
37600,1,22,4,2,6,1,1,2,2,0
37601,1,22,4,2,6,1,2,10,2,0
37602,2,21,3,4,3,1,1,3,1,1
37603,2,21,4,3,2,1,1,7,2,1
37604,1,32,4,2,6,1,2,11,2,0
37605,1,42,6,5,1,1,1,2,2,0
37606,2,22,4,7,4,1,1,1,4,1
37607,1,22,5,1,2,1,1,1,1,1
37608,1,18,6,1,2,1,1,2,1,0
37609,1,27,4,2,4,1,1,1,2,0
37610,1,18,4,5,1,1,1,1,1,1
37611,1,37,5,5,1,1,1,2,2,0
37612,1,18,6,1,2,1,1,2,1,0
37613,1,21,2,3,2,1,1,12,2,1
37614,1,21,6,1,2,1,1,2,1,0
37615,1,32,5,5,1,1,1,4,1,0
37616,2,21,6,2,3,1,1,3,2,0
37617,1,47,4,5,1,1,1,1,3,1
37618,1,32,4,2,3,1,1,7,2,1
37619,1,27,6,2,4,1,1,2,2,0
37620,1,27,4,5,1,1,1,6,4,0
37621,1,37,6,2,5,1,1,5,2,0
37622,2,22,6,4,2,1,1,8,1,0
37623,2,32,3,7,2,1,1,8,4,1
37624,2,22,3,2,3,1,1,1,2,1
37625,1,59,3,4,2,2,3,1,1,1
37626,2,21,4,3,2,2,1,3,2,1
37627,2,16,4,4,4,1,3,1,1,1
37628,2,16,4,5,1,1,2,8,1,1
37629,2,37,6,3,2,1,1,3,2,0
37630,2,27,5,2,4,1,1,2,2,0
37631,1,22,6,2,4,1,1,6,2,0
37632,2,42,3,5,1,1,1,3,4,1
37633,2,22,4,7,3,1,1,3,4,0
37634,1,37,4,3,2,1,1,12,2,1
37635,2,59,3,4,6,1,1,1,1,1
37636,2,16,4,2,3,1,1,6,2,1
37637,2,21,4,2,4,1,1,1,2,1
37638,1,37,6,2,4,3,1,7,2,0
37639,1,18,6,5,1,1,1,4,1,0
37640,2,42,4,5,1,1,1,5,4,1
37641,2,27,4,2,4,1,1,6,2,0
37642,2,16,6,5,1,1,3,5,1,0
37643,1,21,5,6,3,1,1,4,1,0
37644,2,42,2,3,2,1,1,1,2,1
37645,1,22,6,2,4,1,1,10,2,0
37646,2,18,6,1,2,1,1,7,1,1
37647,1,32,6,2,3,1,1,2,2,0
37648,1,42,4,2,4,1,1,10,2,0
37649,2,37,6,2,3,1,1,8,2,1
37650,1,42,6,1,2,1,1,5,1,0
37651,2,32,6,2,4,1,1,5,2,0
37652,2,32,4,2,3,1,1,2,2,1
37653,1,32,5,2,4,1,1,4,2,0
37654,1,59,4,4,3,1,3,2,1,1
37655,1,18,4,3,2,1,1,12,2,0
37656,2,32,3,3,2,1,1,11,2,1
37657,1,27,4,2,4,1,1,6,2,1
37658,2,21,6,6,3,1,1,5,1,0
37659,2,16,4,4,3,1,1,1,1,1
37660,2,42,6,5,1,1,1,3,1,1
37661,1,32,6,2,5,1,1,4,2,1
37662,1,18,6,5,1,1,1,2,1,0
37663,1,59,3,4,5,1,3,1,1,1
37664,2,21,3,2,5,1,1,3,2,1
37665,1,32,4,2,3,1,1,1,2,1
37666,2,22,6,2,3,1,1,3,2,0
37667,1,27,5,2,4,1,1,2,2,0
37668,1,22,6,2,5,1,1,4,2,0
37669,2,16,4,4,3,1,3,1,1,1
37670,2,18,6,1,2,1,1,2,1,1
37671,2,59,3,4,5,1,3,2,1,1
37672,1,21,4,2,3,1,1,10,2,0
37673,2,32,6,2,5,1,1,5,2,0
37674,1,32,3,2,4,1,1,12,2,0
37675,1,18,3,1,2,1,1,2,1,1
37676,2,16,2,4,3,1,1,3,1,0
37677,1,22,6,2,4,1,1,2,2,0
37678,2,18,4,1,2,1,1,6,1,1
37679,1,22,4,2,4,1,1,7,2,0
37680,1,16,3,1,2,1,1,1,1,1
37681,1,27,4,2,5,1,1,5,2,0
37682,1,22,3,6,4,1,1,7,1,1
37683,1,37,4,2,3,2,1,4,2,0
37684,1,37,6,2,4,1,1,3,2,0
37685,1,42,6,2,3,1,1,4,2,0
37686,2,59,3,4,4,1,1,1,1,1
37687,1,21,4,2,3,1,1,4,2,1
37688,2,16,6,1,2,1,1,3,1,0
37689,1,37,4,5,1,1,1,1,1,0
37690,2,22,6,2,6,1,1,6,2,0
37691,2,22,6,7,2,1,1,3,4,0
37692,2,27,4,3,2,1,1,2,2,1
37693,1,37,4,2,3,1,1,2,2,0
37694,2,21,3,6,3,1,1,3,1,1
37695,1,59,3,4,5,1,1,1,1,1
37696,2,21,6,2,3,1,2,2,2,0
37697,2,22,3,2,4,1,1,4,2,1
37698,1,21,6,1,2,1,2,3,1,0
37699,2,27,4,2,4,1,1,7,2,1
37700,1,37,4,2,4,1,1,12,2,0
37701,2,32,3,2,4,3,1,2,2,1
37702,2,32,6,2,4,1,2,2,2,0
37703,2,21,2,6,3,1,1,1,4,1
37704,2,18,6,1,2,1,1,2,1,0
37705,1,37,6,2,5,1,1,2,2,0
37706,1,21,3,1,2,1,1,7,1,1
37707,1,21,4,2,4,2,1,1,2,0
37708,1,21,6,3,2,1,1,9,2,0
37709,1,37,4,2,3,1,2,1,2,0
37710,2,37,2,2,3,1,1,8,2,1
37711,1,32,4,2,4,1,1,1,2,0
37712,1,37,3,2,4,1,2,12,2,0
37713,1,22,4,2,3,1,2,7,2,0
37714,2,27,2,4,2,1,1,2,1,0
37715,1,37,4,2,4,1,1,4,2,0
37716,2,37,6,7,3,1,1,3,3,0
37717,2,32,6,2,3,2,1,2,2,0
37718,1,37,4,3,2,1,1,4,2,0
37719,2,18,6,1,2,1,1,1,1,1
37720,2,37,6,1,2,1,1,3,4,0
37721,2,16,3,1,2,1,1,1,1,1
37722,2,18,5,6,3,1,1,7,1,1
37723,1,32,6,3,2,1,1,6,2,0
37724,1,42,4,2,3,1,1,2,2,0
37725,2,42,6,2,4,1,1,5,2,0
37726,2,27,6,2,4,1,1,3,2,0
37727,1,22,3,2,4,1,2,9,2,0
37728,2,16,4,5,1,1,3,3,1,1
37729,1,37,4,2,3,1,1,7,2,1
37730,1,22,6,3,2,1,1,4,2,0
37731,2,32,6,3,2,1,1,5,2,0
37732,1,32,6,1,2,1,1,10,4,0
37733,1,27,4,2,3,1,1,9,2,0
37734,2,18,6,1,2,1,1,5,1,0
37735,2,16,4,1,2,2,1,2,1,1
37736,1,37,4,3,2,1,1,2,2,0
37737,2,27,4,2,5,1,1,1,2,1
37738,1,27,6,2,3,1,1,6,2,0
37739,2,52,2,5,1,1,2,9,3,0
37740,2,32,4,2,4,1,1,4,2,1
37741,2,27,6,1,2,1,1,12,4,0
37742,2,21,4,1,2,1,1,7,1,1
37743,1,42,4,3,2,1,2,9,2,0
37744,1,32,6,2,4,1,1,10,2,0
37745,2,27,2,2,5,1,2,1,2,1
37746,2,27,4,2,4,1,1,2,2,1
37747,1,27,4,2,4,1,1,1,2,0
37748,1,18,3,1,2,1,1,9,1,1
37749,2,32,5,2,3,1,1,4,2,1
37750,2,42,6,3,2,1,1,5,2,0
37751,1,27,6,2,4,1,1,2,2,0
37752,1,37,2,3,2,1,1,7,2,1
37753,1,27,4,5,1,1,1,10,4,1
37754,1,32,6,2,5,1,1,5,2,0
37755,2,52,3,2,3,1,1,3,2,1
37756,2,16,4,4,4,1,3,3,1,1
37757,2,32,4,2,4,1,1,10,2,1
37758,2,22,6,6,4,1,1,5,1,0
37759,2,32,4,7,2,2,1,10,4,1
37760,2,22,4,2,5,1,1,5,2,1
37761,2,37,4,1,2,1,2,8,4,1
37762,1,27,6,1,2,1,2,4,1,0
37763,2,18,4,1,2,1,1,9,1,1
37764,2,21,3,2,3,1,1,2,2,1
37765,1,22,6,3,2,1,1,1,2,0
37766,2,21,6,2,3,1,1,5,2,0
37767,1,22,3,2,3,1,1,3,2,1
37768,2,32,6,2,4,1,1,5,2,0
37769,2,21,5,2,5,1,1,4,2,1
37770,2,27,3,2,4,1,1,2,2,1
37771,1,37,4,2,3,1,2,11,2,0
37772,1,21,6,2,3,1,1,7,2,1
37773,1,22,4,2,5,1,1,4,2,0
37774,2,37,4,7,2,1,1,6,3,1
37775,2,18,4,5,1,1,1,3,1,1
37776,1,37,6,3,2,1,1,4,2,0
37777,2,18,4,7,2,1,1,2,4,1
37778,2,22,3,2,4,1,1,10,2,1
37779,2,22,6,2,4,1,1,5,2,0
37780,1,32,6,2,5,1,1,2,2,0
37781,2,27,3,3,2,1,1,4,2,1
37782,1,22,4,2,5,1,1,1,2,1
37783,2,16,3,6,3,1,1,8,1,1
37784,2,42,6,3,2,1,1,3,2,0
37785,2,42,3,5,1,1,1,3,1,1
37786,2,32,6,2,5,1,1,1,2,1
37787,2,21,4,2,3,1,1,10,2,1
37788,2,21,6,2,3,1,1,2,2,0
37789,1,22,4,2,4,1,1,6,2,0
37790,2,32,3,4,4,1,1,3,1,1
37791,1,21,6,2,4,1,1,2,2,0
37792,2,16,3,5,1,3,1,2,1,1
37793,1,21,4,3,2,1,1,4,2,1
37794,2,27,4,3,2,1,1,6,2,0
37795,1,59,3,4,5,1,3,9,1,1
37796,1,37,4,2,4,1,1,12,2,0
37797,2,32,6,2,3,1,1,5,2,1
37798,1,27,4,2,5,1,1,2,2,0
37799,2,16,3,5,1,1,1,1,2,1
37800,1,22,6,6,3,1,1,3,1,0
37801,2,22,6,2,4,1,2,3,2,1
37802,2,18,4,1,2,1,1,4,1,1
37803,2,21,4,6,4,1,1,9,4,1
37804,2,32,4,2,3,1,1,3,2,1
37805,1,59,3,4,6,1,1,1,1,1
37806,1,21,6,1,2,1,1,2,1,0
37807,1,21,6,1,2,1,1,6,1,0
37808,1,22,2,2,5,2,1,3,2,1
37809,2,32,4,2,4,1,1,7,2,1
37810,1,22,6,2,4,1,1,6,2,0
37811,1,22,3,6,3,1,1,10,1,1
37812,1,27,2,2,5,1,2,8,2,0
37813,1,22,4,6,5,1,1,2,1,0
37814,2,21,4,2,4,1,1,3,2,1
37815,2,18,4,2,3,1,1,3,2,1
37816,2,22,4,7,3,3,1,3,4,1
37817,1,42,6,8,3,1,1,1,4,1
37818,1,37,6,2,5,3,1,3,2,0
37819,2,42,4,5,1,3,1,6,4,1
37820,1,32,6,2,4,1,1,5,2,0
37821,1,18,6,5,1,1,1,2,1,0
37822,2,22,3,2,5,1,1,2,2,1
37823,2,42,2,3,2,1,1,3,2,1
37824,2,18,5,5,1,1,1,6,1,1
37825,1,16,4,4,4,1,3,6,1,1
37826,2,27,6,1,2,1,1,5,1,0
37827,2,32,3,3,2,1,1,1,2,1
37828,1,27,4,2,3,1,2,1,2,0
37829,2,21,6,3,2,1,1,1,2,0
37830,2,21,3,2,3,1,1,2,2,1
37831,2,21,4,2,3,1,1,1,2,1
37832,2,27,4,2,4,1,1,3,2,1
37833,1,21,2,2,4,1,1,7,2,1
37834,2,37,3,2,4,1,2,11,2,0
37835,1,21,6,2,4,1,1,3,2,0
37836,2,22,4,2,4,1,1,8,2,1
37837,2,59,3,4,2,1,3,1,1,1
37838,2,18,6,3,2,1,1,2,2,0
37839,1,27,6,2,4,1,1,4,2,0
37840,2,18,6,6,4,1,1,5,1,0
37841,2,42,2,3,2,3,1,4,2,1
37842,2,16,4,4,4,1,1,1,1,1
37843,2,32,6,2,5,1,1,6,2,0
37844,2,18,4,2,4,1,1,6,2,1
37845,2,22,6,2,5,1,1,3,2,0
37846,1,22,4,5,1,1,1,5,1,0
37847,1,21,6,3,2,1,1,2,2,0
37848,2,18,4,5,1,1,1,1,1,1
37849,1,21,6,4,3,1,1,7,1,0
37850,1,18,6,4,4,1,1,4,1,1
37851,2,16,3,4,4,1,1,3,1,1
37852,1,37,4,5,1,1,1,6,4,1
37853,1,21,3,1,2,1,2,2,1,0
37854,1,27,4,3,2,1,2,1,2,1
37855,1,42,6,5,1,1,2,2,2,0
37856,1,37,4,3,2,1,1,4,2,0
37857,2,18,3,2,3,1,1,2,2,1
37858,2,42,6,2,3,1,1,5,2,0
37859,1,37,6,2,4,1,1,4,2,0
37860,2,16,4,6,3,1,1,1,1,1
37861,2,32,2,2,3,1,1,3,2,1
37862,1,47,4,3,2,1,1,8,2,0
37863,1,18,6,4,4,1,1,12,1,0
37864,2,42,3,3,2,1,1,1,2,1
37865,1,47,6,5,1,3,2,2,4,0
37866,1,42,6,3,2,1,1,5,2,0
37867,1,59,3,4,6,1,3,1,1,1
37868,1,59,3,4,6,1,1,1,1,1
37869,2,18,4,3,2,1,1,1,2,1
37870,1,59,4,4,4,1,1,9,1,1
37871,2,27,4,2,4,1,1,6,2,0
37872,2,59,4,4,3,1,1,2,1,1
37873,1,42,4,5,1,1,2,11,1,0
37874,1,21,4,3,2,1,1,12,2,0
37875,1,37,4,2,3,1,1,5,2,0
37876,2,27,4,2,4,1,1,3,2,1
37877,2,32,3,2,3,1,1,2,2,1
37878,2,22,4,7,3,1,1,6,4,1
37879,1,32,6,1,2,1,2,2,4,0
37880,2,27,4,3,2,1,1,6,2,1
37881,1,16,4,4,5,1,1,2,1,1
37882,1,37,3,2,3,1,1,4,2,0
37883,2,22,6,2,3,1,1,10,2,1
37884,2,18,4,6,3,1,1,1,1,1
37885,2,22,3,2,4,1,1,8,2,1
37886,2,27,4,2,5,1,1,3,2,0
37887,2,27,4,2,4,1,1,4,2,1
37888,1,27,4,2,6,1,1,1,2,1
37889,2,22,3,7,2,1,1,3,1,0
37890,1,37,6,2,5,1,1,5,2,0
37891,2,18,3,4,4,1,1,1,1,1
37892,2,21,6,1,2,1,1,6,1,0
37893,2,32,6,5,1,1,1,3,4,0
37894,1,37,6,5,1,1,2,8,2,0
37895,1,18,3,6,3,2,1,12,1,1
37896,2,21,4,3,2,1,1,1,2,1
37897,1,16,4,5,1,1,1,1,1,0
37898,2,42,3,3,2,1,1,3,2,1
37899,1,32,4,2,5,1,1,2,2,0
37900,1,21,6,2,5,1,1,1,2,0
37901,2,27,3,2,4,1,1,3,2,0
37902,1,37,4,2,4,1,1,4,2,0
37903,2,32,4,7,3,1,1,2,4,1
37904,1,37,4,3,2,1,1,4,2,0
37905,2,22,3,2,5,1,1,3,2,1
37906,2,21,3,2,4,1,1,10,2,1
37907,1,37,6,2,4,1,1,6,2,0
37908,1,27,3,2,4,1,1,7,2,1
37909,1,22,6,2,4,1,2,2,2,0
37910,2,32,4,3,2,1,1,3,2,0
37911,2,59,4,4,3,1,3,2,1,1
37912,2,37,4,3,2,1,1,1,2,1
37913,2,21,4,2,5,1,2,1,2,0
37914,2,21,4,1,2,1,1,1,1,0
37915,1,27,6,5,1,1,1,3,1,0
37916,2,18,6,1,2,1,1,5,1,0
37917,1,59,3,4,4,1,3,9,1,1
37918,2,37,4,2,4,2,1,2,2,1
37919,2,22,4,2,5,1,1,2,2,1
37920,2,16,4,1,2,1,1,4,1,1
37921,1,42,6,2,3,1,1,3,2,0
37922,2,18,6,3,2,1,1,5,2,0
37923,1,59,2,4,4,1,1,7,1,1
37924,1,21,3,2,4,1,1,12,2,0
37925,2,32,6,2,4,1,1,5,2,0
37926,2,27,6,2,4,1,1,5,2,0
37927,1,27,4,2,4,1,1,6,2,1
37928,1,16,6,4,4,1,1,5,1,0
37929,1,22,4,2,4,1,1,2,2,0
37930,2,27,6,2,4,3,1,4,2,0
37931,2,47,2,1,2,1,1,11,1,1
37932,2,16,6,1,2,1,1,3,1,0
37933,2,18,3,2,4,1,1,1,2,1
37934,2,22,6,2,4,1,1,4,2,0
37935,2,22,3,2,6,1,2,12,2,1
37936,2,18,6,1,2,1,1,2,1,0
37937,1,27,6,2,4,1,2,2,2,0
37938,2,37,4,2,4,1,1,3,2,0
37939,2,22,3,7,5,3,1,3,4,1
37940,2,27,4,3,2,1,1,7,2,1
37941,1,22,4,6,4,1,1,4,4,0
37942,1,32,6,2,6,1,1,6,2,0
37943,2,42,3,3,2,1,1,1,2,1
37944,1,32,6,2,4,1,1,5,2,0
37945,1,32,4,2,4,1,1,4,2,1
37946,2,22,4,2,5,1,2,11,2,0
37947,1,21,6,3,2,1,1,1,2,0
37948,1,18,6,1,2,1,1,5,1,0
37949,1,42,4,5,1,1,1,4,3,1
37950,1,32,5,3,2,1,1,1,2,0
